temp,atemp,hum,windspeed,temp_diff,temp_windspeed,hum_windspeed,season_1,season_2,season_3,season_4,yr_0,yr_1,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,holiday_0,holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,weathersit_4,is_dawn,is_morning,is_afternoon,is_evening,rush_hour,temp_extreme,atemp_extreme,hum_extreme,windspeed_extreme
0.5340592636740992,0.8443460566141862,-0.8693960991229738,1.8737200751517473,1.2243199541234457,2.1824332373320106,1.0610841532019948,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.5340592636740992,0.4916655875064567,1.0511289935090777,-0.6961505713119207,-0.5326890241514803,-0.42991941431508496,-0.3361696267437645,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
-0.2967244891460521,-0.2136953507090022,1.6220959129402281,-1.5530474524716313,0.5922606187044132,-1.300981482270163,-1.484908539942898,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
-1.0236602728636846,-0.9190562889244615,-0.7136778483690238,-1.5530474524716313,1.137339311634588,-1.300981482270163,-1.484908539942898,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
-1.9582919947863549,-2.065558804010645,-0.6617717647843737,0.2829258651519017,0.6444490041977278,-0.9277167989875946,-0.002216185845440203,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
-0.5044204273510898,-0.3900355852628669,-0.6617717647843737,-0.4517914607036969,0.8734980294183862,-0.5546743962965298,-0.5955580122283443,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5340592636740992,0.4037864607155868,1.3106594114323282,-0.6961505713119207,-0.9704915913453976,-0.42991941431508496,-0.266968487394419,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.014819418161504687,0.05052401063573245,-1.6479873528927247,-0.6961505713119207,0.16895482525863878,-0.5750964256409312,-1.0558614759769565,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
-0.2967244891460521,-0.2136953507090022,-0.4541474304457733,0.2829258651519017,0.5922606187044132,0.06765568976592119,0.11639920248235651,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0.014819418161504687,0.05052401063573245,1.3106594114323282,0.03774675752821431,0.16895482525863878,0.046594603720946884,0.7761476341662402,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.6082683964536089,-0.47849669302586206,1.6220959129402281,-0.4517914607036969,1.0126670574005578,-0.5919897505952115,0.18707045216046303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.6379072327766182,0.4037864607155868,1.6220959129402281,-0.4517914607036969,-1.5503625412711164,-0.14420549901103147,0.18707045216046303,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
0.5340592636740992,0.4037864607155868,1.3106594114323282,0.03774675752821431,-0.9704915913453976,0.3161098209191689,0.7761476341662402,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-0.7121163655561279,-0.6548369275797268,-1.5960812693080746,-0.6961505713119207,0.7140335181888134,-0.7783442414971162,-1.0420212481070874,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0.6379072327766182,0.6680058220603214,0.7915985755858278,-0.20661235308000933,-0.2340554849397361,0.11333435131992932,0.21136038317801356,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.0236602728636846,-0.8311771621335915,0.9473168263397781,-1.5530474524716313,1.5751418788285054,-1.300981482270163,-1.484908539942898,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1.3648430164942507,1.3733667602757804,-0.03889876176857313,0.03774675752821431,-0.7791341778699125,0.7473341684363243,0.10810830999763109,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
-1.4390521492737605,-1.271736758032191,1.2587533278476781,-0.8183301266160325,1.6998141330625347,-1.0271317935376192,-0.452493762036645,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.8456031709816563,0.8443460566141862,0.5839742412472274,0.8946436386879247,-0.5152928956537107,1.435987225988688,1.4406110142919162,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.9198123037611656,-0.8311771621335915,-0.2984291796918236,-0.6961505713119207,0.9952709289027866,-0.8364150460274548,-0.6960155513603605,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.7121163655561279,-0.7427160543705967,0.42825599049327717,-0.4517914607036969,0.27623095099489614,-0.6293051048938931,-0.22203079058823172,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8456031709816563,0.6680058220603214,1.3625654950169783,-0.4517914607036969,-1.3937973847911735,-0.06957479041366811,0.09813539938900785,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2225153563665427,0.22744622616172208,1.3106594114323282,-0.20661235308000933,-0.10938323070570752,-0.06915801430459867,0.4288307579371046,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1.8840828620068453,1.9023874639373752,-0.817490015538324,2.7306169563114575,-1.0429754600861108,4.9404352465619,1.766922530328121,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1
-1.1275082419662033,-1.0953965234783263,-0.5579595976150735,-0.6961505713119207,0.838705772422842,-0.8944858505577932,-0.7652166907097059,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0.8456031709816563,0.7564669298233163,1.0511289935090777,1.8737200751517473,-0.9530954628476279,2.5307747092922286,3.1089478411663642,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
-1.3352041801712413,-1.271736758032191,0.9473168263397781,-0.8183301266160325,1.1199431831368167,-1.0022363672892063,-0.5236947812025934,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.2225153563665427,0.22744622616172208,0.7396924920011777,0.2829258651519017,-0.10938323070570752,0.378709592501395,0.7984376853671872,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
-2.0621399638888738,-1.97709769624765,-0.4541474304457733,-0.8183301266160325,1.6650218760669915,-1.1765043510280977,-0.8440993674493614,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0.6379072327766182,0.7564669298233163,-0.09080484535322322,-0.6961505713119207,0.20664643700380955,-0.40088401204991553,-0.6406546398808842,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.091778800211883,1.99084857170037,-1.4403630185541245,0.8946436386879247,-1.7620154379940027,2.4312485744464523,-0.10121685888589141,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
-1.4390521492737605,-1.3601978657951856,-0.40224134686112323,-0.6961505713119207,1.2591122111189892,-0.9815920573533011,-0.7236960071000985,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
0.3263633254690617,0.315325352952592,-0.35033526327647313,3.464514285151593,-0.25145161343750894,3.4594908056685765,3.05341475460334,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1.3648430164942507,1.2854876334849106,-0.40224134686112323,2.7306169563114575,-1.2169367450638298,4.214689115302356,2.3204256912253167,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
1.4686909855967698,1.5497069948296451,-0.03889876176857313,-0.6961505713119207,-0.4805006386581682,-0.16860079392856137,-0.6268144120110151,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
0.014819418161504687,0.05052401063573245,0.9992229099244276,1.6293609645435236,0.16895482525863878,1.3948653165605058,2.7299639938014804,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.4005724582485711,-0.302156458471997,-1.1289265170462244,0.8946436386879247,0.7314296466865864,0.4407258775309238,0.13598742929530988,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.854444025683836,-1.8892185694567802,-0.8693960991229738,-0.20661235308000933,0.9430825434094721,-0.981619842427239,-0.48454481605107835,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0.6379072327766182,0.7564669298233163,0.324443823323977,-1.5530474524716313,0.20664643700380955,-1.300981482270163,-1.484908539942898,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
